zacharyfmarion/openscad-studio	171	https://github.com/zacharyfmarion/openscad-studio	false	false	2026-06-30T22:23:21Z	GPL-2.0	Create 2D and 3D designs with AI
ieskudero/three-dxf-viewer	157	https://github.com/ieskudero/three-dxf-viewer	false	false	2025-11-27T10:48:54Z	MIT	DXF viewer using ThreeJS
yeicor-3d/yet-another-cad-viewer	132	https://github.com/yeicor-3d/yet-another-cad-viewer	false	false	2026-07-13T11:06:45Z	MIT	A CAD viewer capable of displaying (and editing) OCP models (CadQuery/Build123d) in a web browser.
mkeeter/erizo	126	https://github.com/mkeeter/erizo	false	false	2023-04-12T02:24:40Z	Apache-2.0	Fast native STL viewer
seasick/openscad-web-gui	126	https://github.com/seasick/openscad-web-gui	false	false	2024-10-01T11:19:53Z	GPL-3.0	Web GUI for OpenSCAD, using OpenSCAD WASM
castle-engine/castle-model-viewer	116	https://github.com/castle-engine/castle-model-viewer	false	false	2026-07-12T02:08:09Z		Viewer for many 3D and 2D model formats: glTF, X3D, VRML, Collada, 3DS, MD3, Wavefront OBJ, STL, Spine JSON, sprite sheets in Cocos2D and Starling XML formats
Rufus31415/react-webgl-3d-viewer-demo	104	https://github.com/Rufus31415/react-webgl-3d-viewer-demo	false	false	2026-02-13T20:58:22Z		A 45+ 3D file format viewer built with React and WebGL
gabotechs/react-stl-viewer	101	https://github.com/gabotechs/react-stl-viewer	false	false	2024-01-14T17:51:28Z	MIT	React component for visualizing 3d STL models in the browser using three.js
earthtojake/cad-viewer	64	https://github.com/earthtojake/cad-viewer	false	false	2026-05-20T21:05:30Z		Interactive browser-based CAD viewer for inspecting STEP, STL, 3MF, GLB, DXF, URDF, SDF, and SRDF files
arbaev/dxf-kit	24	https://github.com/arbaev/dxf-kit	false	false	2026-06-26T07:59:23Z	MIT	Parse and render AutoCAD DXF files in the browser — framework-agnostic engine (dxf-render) with drop-in Vue, React and Web Components viewers. Three.js + TypeScript.
looeee/multiformat-model-viewer	19	https://github.com/looeee/multiformat-model-viewer	false	false	2023-03-01T11:57:21Z		Loader and viewer for models in several formats such as glTF, FBX, and Collada. Additional formats can be easily added.
Kompakkt/Viewer	17	https://github.com/Kompakkt/Viewer	false	false	2026-07-07T10:50:31Z	AGPL-3.0	Kompakkt - the web based 3D viewer and 3D annotation system.
flyfish-dev/dwf-viewer	9	https://github.com/flyfish-dev/dwf-viewer	false	false	2026-06-12T08:26:28Z	AGPL-3.0	World's first open-source pure frontend DWF/DWFx preview component: browser-native WebGL/WASM viewer for DWF, DWFx/XPS, W2D, W3D/HSF; English by default with Chinese switch.
flyfish-dev/cad-viewer	4	https://github.com/flyfish-dev/cad-viewer	false	false	2026-06-15T03:37:40Z	AGPL-3.0	Production-oriented browser CAD viewer for DWG, DXF, DWF, DWFx and XPS with workers, LibreDWG WASM, native dwf-viewer, WebGL 2D/3D rendering and embedded XPS fonts.
tegos/cad-3d-viewer	3	https://github.com/tegos/cad-3d-viewer	false	false	2026-05-27T21:43:22Z	MIT	Browser-based STEP/IGES/BREP viewer Babylon.js + occt-import-js WASM, no backend
CameronBrooks11/openscad-web	1	https://github.com/CameronBrooks11/openscad-web	false	false	2026-07-10T12:34:49Z	NOASSERTION	OpenSCAD Web is a browser-based environment for creating, customizing, and viewing models, running the OpenSCAD engine in WebAssembly with a built-in editor, customizer, and 3D viewer.
